com.samsung.health.sleep_stage;6110061;6;;;;;;;;
2020-09-24 22:59:00.000;51565122-c8f6-f5c3-0560-0b1001db396d;;25.09.20 07:04;25.09.20 07:04;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-24 23:00:00.000;2f1a97f1-895c-5af6-be49-22b136a944b3
2020-09-22 05:06:00.000;f434fcc8-f5cc-eaae-5c89-8cc8f3d4f7cd;;22.09.20 06:13;22.09.20 06:13;40003;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-22 05:10:00.000;8828d386-c4a1-4908-4470-624bd49a5962
2020-09-29 02:25:00.000;7128c624-57c9-2ed0-7b42-a1a2832e317c;;29.09.20 07:30;29.09.20 07:30;40004;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-29 02:34:00.000;37ded573-b9f7-e838-1437-2ade3b038668
2020-09-27 03:36:00.000;5a8bedb8-4f5a-ed89-614d-a300f03189de;;2020-09-27 07:25:38.065;2020-09-27 07:25:38.065;40003;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-27 03:44:00.000;f71167d0-35c0-274f-04b1-85b4860b75be
2020-09-27 15:11:00.000;dc3bd0d9-3dad-15c2-d5d0-23c709cd67a6;;27.09.20 15:36;27.09.20 15:36;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-27 15:12:00.000;4e4c2073-1c1b-6195-5d5f-918d08383c8c
2020-09-24 23:00:00.000;51565122-c8f6-f5c3-0560-0b1001db396d;;25.09.20 07:04;25.09.20 07:04;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-24 23:02:00.000;a14cfcee-e7a3-93d4-2a54-105c36075b04
2020-09-29 02:34:00.000;7128c624-57c9-2ed0-7b42-a1a2832e317c;;29.09.20 07:30;29.09.20 07:30;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-29 02:53:00.000;5b933f1b-df00-30df-f617-ae4ed260aa33
2020-09-26 07:17:00.000;1193c566-767b-a43f-ecd7-3e955e031634;;26.09.20 07:48;26.09.20 07:48;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-26 07:18:00.000;4c8f8001-03bf-9d01-76d6-d62dbde8e7ae
2020-09-27 03:44:00.000;5a8bedb8-4f5a-ed89-614d-a300f03189de;;2020-09-27 07:25:38.065;2020-09-27 07:25:38.065;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-27 03:45:00.000;c074d7b7-fc49-15b0-5256-bb8d35504f0d
2020-09-24 23:02:00.000;51565122-c8f6-f5c3-0560-0b1001db396d;;25.09.20 07:04;25.09.20 07:04;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-24 23:03:00.000;a3300433-2454-a4a4-35f2-13d24ca4c4a7
2020-09-22 05:10:00.000;f434fcc8-f5cc-eaae-5c89-8cc8f3d4f7cd;;22.09.20 06:13;22.09.20 06:13;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-22 05:11:00.000;fdfa4638-262f-e35f-36ab-2970bf103c0b
2020-09-29 02:53:00.000;7128c624-57c9-2ed0-7b42-a1a2832e317c;;29.09.20 07:30;29.09.20 07:30;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-29 02:54:00.000;87ce30e7-3aee-9484-ddc2-ad1aa2e69ef8
2020-09-27 03:45:00.000;5a8bedb8-4f5a-ed89-614d-a300f03189de;;2020-09-27 07:25:38.065;2020-09-27 07:25:38.065;40003;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-27 03:51:00.000;229d65c2-3c8c-45dd-1ffe-1b099c9a8e6c
2020-09-22 05:11:00.000;f434fcc8-f5cc-eaae-5c89-8cc8f3d4f7cd;;22.09.20 06:13;22.09.20 06:13;40003;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-22 05:14:00.000;2647ddbe-5566-76b4-6974-e40fe3697035
2020-09-27 15:12:00.000;dc3bd0d9-3dad-15c2-d5d0-23c709cd67a6;;27.09.20 15:36;27.09.20 15:36;40004;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-27 15:21:00.000;51d55447-4c05-4400-813f-3a6ff04f71d1
2020-09-29 02:54:00.000;7128c624-57c9-2ed0-7b42-a1a2832e317c;;29.09.20 07:30;29.09.20 07:30;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-29 03:46:00.000;13ae8422-a747-2d2d-1e06-436f4a03ffa7
2020-09-24 23:03:00.000;51565122-c8f6-f5c3-0560-0b1001db396d;;25.09.20 07:04;25.09.20 07:04;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-24 23:04:00.000;48d1c8cf-4473-f69f-5981-4d4c840ca2ff
2020-09-26 07:18:00.000;1193c566-767b-a43f-ecd7-3e955e031634;;26.09.20 07:48;26.09.20 07:48;40004;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-26 07:24:00.000;fd0474e7-d1b9-77ea-3647-618518b02a74
2020-09-22 05:14:00.000;f434fcc8-f5cc-eaae-5c89-8cc8f3d4f7cd;;22.09.20 06:13;22.09.20 06:13;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-22 05:27:00.000;4b0f4183-0696-f108-a1a3-95d2c98a86bb
2020-09-24 23:04:00.000;51565122-c8f6-f5c3-0560-0b1001db396d;;25.09.20 07:04;25.09.20 07:04;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-24 23:05:00.000;f69e224b-f88f-9dfb-ee79-83df5efa2b89
2020-09-26 07:24:00.000;1193c566-767b-a43f-ecd7-3e955e031634;;26.09.20 07:48;26.09.20 07:48;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-26 07:25:00.000;d4fd7ed5-566c-9b71-6802-a7f121a2e0b8
2020-09-27 03:51:00.000;5a8bedb8-4f5a-ed89-614d-a300f03189de;;2020-09-27 07:25:38.065;2020-09-27 07:25:38.065;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-27 04:09:00.000;b0776570-89c0-91d5-46cc-154186ef7cca
2020-09-27 15:21:00.000;dc3bd0d9-3dad-15c2-d5d0-23c709cd67a6;;27.09.20 15:36;27.09.20 15:36;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-27 15:22:00.000;eb9e70c8-0ace-adfb-31ed-ad8a3fac076a
2020-09-29 03:46:00.000;7128c624-57c9-2ed0-7b42-a1a2832e317c;;29.09.20 07:30;29.09.20 07:30;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-29 03:47:00.000;136f6872-afb8-4f42-7b40-52de00b5cfd8
2020-09-22 05:27:00.000;f434fcc8-f5cc-eaae-5c89-8cc8f3d4f7cd;;22.09.20 06:13;22.09.20 06:13;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-22 05:29:00.000;d490a8e4-15ab-f5b8-33d0-e4337f094073
2020-09-24 23:05:00.000;51565122-c8f6-f5c3-0560-0b1001db396d;;25.09.20 07:04;25.09.20 07:04;40004;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-24 23:13:00.000;d854e9fd-5730-2d2d-d121-55170baf2c5a
2020-09-26 07:25:00.000;1193c566-767b-a43f-ecd7-3e955e031634;;26.09.20 07:48;26.09.20 07:48;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-26 07:27:00.000;00757935-e285-7271-4bce-b7cfe1b2e485
2020-09-27 04:09:00.000;5a8bedb8-4f5a-ed89-614d-a300f03189de;;2020-09-27 07:25:38.065;2020-09-27 07:25:38.065;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-27 04:10:00.000;4a0745ab-7bde-024c-0573-f6daf6e439d0
2020-09-27 15:22:00.000;dc3bd0d9-3dad-15c2-d5d0-23c709cd67a6;;27.09.20 15:36;27.09.20 15:36;40004;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-27 15:24:00.000;ec6ac07e-9d14-d86c-347f-5671f8c9dd56
2020-09-22 05:29:00.000;f434fcc8-f5cc-eaae-5c89-8cc8f3d4f7cd;;22.09.20 06:13;22.09.20 06:13;40004;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-22 05:41:00.000;cc1e2a23-cb07-b123-d345-154952117cf8
2020-09-24 23:13:00.000;51565122-c8f6-f5c3-0560-0b1001db396d;;25.09.20 07:04;25.09.20 07:04;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-24 23:39:00.000;40969bda-0963-bd08-4d3a-8136e3d06663
2020-09-27 04:10:00.000;5a8bedb8-4f5a-ed89-614d-a300f03189de;;2020-09-27 07:25:38.065;2020-09-27 07:25:38.065;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-27 04:28:00.000;b1c71ff1-c146-fc85-8a8e-a4d428b04c53
2020-09-22 05:41:00.000;f434fcc8-f5cc-eaae-5c89-8cc8f3d4f7cd;;22.09.20 06:13;22.09.20 06:13;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-22 05:44:00.000;6edfb1f7-094f-7998-59c8-fe522065ce43
2020-09-29 03:47:00.000;7128c624-57c9-2ed0-7b42-a1a2832e317c;;29.09.20 07:30;29.09.20 07:30;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-29 03:48:00.000;d482d7a4-beb0-3b77-c4a2-4694998ca9d9
2020-09-24 23:39:00.000;51565122-c8f6-f5c3-0560-0b1001db396d;;25.09.20 07:04;25.09.20 07:04;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-24 23:40:00.000;bfb7f17d-e402-34f2-b715-31a34f67dde7
2020-09-22 05:44:00.000;f434fcc8-f5cc-eaae-5c89-8cc8f3d4f7cd;;22.09.20 06:13;22.09.20 06:13;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-22 05:46:00.000;c0057ba7-fa93-f9e6-30de-afd66269bf1d
2020-09-26 07:27:00.000;1193c566-767b-a43f-ecd7-3e955e031634;;26.09.20 07:48;26.09.20 07:48;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-26 07:28:00.000;43cc8b7c-fc53-bdbc-2294-7ca7f03bfc83
2020-09-26 07:28:00.000;1193c566-767b-a43f-ecd7-3e955e031634;;26.09.20 07:48;26.09.20 07:48;40004;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-26 07:29:00.000;c6330bc3-68c4-f437-b785-a94adc8df347
2020-09-27 04:28:00.000;5a8bedb8-4f5a-ed89-614d-a300f03189de;;2020-09-27 07:25:38.065;2020-09-27 07:25:38.065;40004;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-27 04:34:00.000;3ddc0960-8b0e-fa6c-8253-58bfa9a0d437
2020-09-22 05:46:00.000;f434fcc8-f5cc-eaae-5c89-8cc8f3d4f7cd;;22.09.20 06:13;22.09.20 06:13;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-22 05:47:00.000;7cb68d48-c9e7-d350-45f5-3ed7784a46e8
2020-09-27 23:09:00.000;7424c307-e9b8-e957-0560-1c0828288e17;;28.09.20 07:04;28.09.20 07:04;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-27 23:10:00.000;fbb6aa62-b47f-6207-d6e5-7c170c219a51
2020-09-23 23:27:00.000;04c91860-6c17-75f0-a796-aed902e56b2a;;24.09.20 07:31;24.09.20 07:31;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-23 23:28:00.000;403bbc17-3fc8-f67a-d458-432e33fb9838
2020-09-29 03:48:00.000;7128c624-57c9-2ed0-7b42-a1a2832e317c;;29.09.20 07:30;29.09.20 07:30;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-29 03:49:00.000;2d77ac8e-2e92-5f0d-1ecb-0c382fd0187f
2020-09-27 23:10:00.000;7424c307-e9b8-e957-0560-1c0828288e17;;28.09.20 07:04;28.09.20 07:04;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-27 23:18:00.000;0880c145-2b56-707a-7058-2d12214d284b
2020-09-22 05:47:00.000;f434fcc8-f5cc-eaae-5c89-8cc8f3d4f7cd;;22.09.20 06:13;22.09.20 06:13;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-22 05:51:00.000;1419e1b7-49c8-82c7-7b86-2e42bd1f8f3b
2020-09-29 03:49:00.000;7128c624-57c9-2ed0-7b42-a1a2832e317c;;29.09.20 07:30;29.09.20 07:30;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-29 04:42:00.000;498a9fff-1b76-bd21-ad1f-ebd0df1d393a
2020-09-23 23:28:00.000;04c91860-6c17-75f0-a796-aed902e56b2a;;24.09.20 07:31;24.09.20 07:31;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-23 23:33:00.000;169e5632-061e-5b83-4e21-1d2261952f93
2020-09-24 23:40:00.000;51565122-c8f6-f5c3-0560-0b1001db396d;;25.09.20 07:04;25.09.20 07:04;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-24 23:44:00.000;073b4840-a52b-95be-f903-a26f2a8906d7
2020-09-29 04:42:00.000;7128c624-57c9-2ed0-7b42-a1a2832e317c;;29.09.20 07:30;29.09.20 07:30;40003;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-29 04:48:00.000;0cc61ba1-49ed-620c-623a-2e9c2ad6b6dd
2020-09-27 04:34:00.000;5a8bedb8-4f5a-ed89-614d-a300f03189de;;2020-09-27 07:25:38.065;2020-09-27 07:25:38.065;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-27 04:35:00.000;66115aea-90a0-afae-e749-3092caa33f7c
2020-09-23 23:33:00.000;04c91860-6c17-75f0-a796-aed902e56b2a;;24.09.20 07:31;24.09.20 07:31;40003;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-23 23:43:00.000;c234cd84-2957-b330-7595-bfed2e4cc20b
2020-09-27 23:18:00.000;7424c307-e9b8-e957-0560-1c0828288e17;;28.09.20 07:04;28.09.20 07:04;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-27 23:19:00.000;e681bdcd-517d-56f9-ead4-c554bf36fdba
2020-09-22 05:51:00.000;f434fcc8-f5cc-eaae-5c89-8cc8f3d4f7cd;;22.09.20 06:13;22.09.20 06:13;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-22 05:52:00.000;5a372889-dd4c-39e5-8248-b108057421cb
2020-09-29 04:48:00.000;7128c624-57c9-2ed0-7b42-a1a2832e317c;;29.09.20 07:30;29.09.20 07:30;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-29 05:18:00.000;2662b0ed-3766-f8b9-c0ae-3acf0b31ed58
2020-09-23 23:43:00.000;04c91860-6c17-75f0-a796-aed902e56b2a;;24.09.20 07:31;24.09.20 07:31;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-23 23:45:00.000;e2169fe2-a1c0-d2d7-74c5-27bb96869ab4
2020-09-27 04:35:00.000;5a8bedb8-4f5a-ed89-614d-a300f03189de;;2020-09-27 07:25:38.065;2020-09-27 07:25:38.065;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-27 04:36:00.000;ad686386-ff4f-2b25-5a46-c72bab5c3773
2020-09-27 23:19:00.000;7424c307-e9b8-e957-0560-1c0828288e17;;28.09.20 07:04;28.09.20 07:04;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-27 23:24:00.000;58338aad-9dae-0a07-e0a9-3aec259ca666
2020-09-22 05:52:00.000;f434fcc8-f5cc-eaae-5c89-8cc8f3d4f7cd;;22.09.20 06:13;22.09.20 06:13;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-22 05:53:00.000;2f38f9e2-f761-3eaa-d387-645fc7f68be0
2020-09-24 23:44:00.000;51565122-c8f6-f5c3-0560-0b1001db396d;;25.09.20 07:04;25.09.20 07:04;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-24 23:47:00.000;8067e97f-ee85-3324-3a4f-c26179201fa2
2020-09-29 05:18:00.000;7128c624-57c9-2ed0-7b42-a1a2832e317c;;29.09.20 07:30;29.09.20 07:30;40004;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-29 05:23:00.000;d6b88580-32bb-cf17-c3af-431fd29df7d2
2020-09-27 23:24:00.000;7424c307-e9b8-e957-0560-1c0828288e17;;28.09.20 07:04;28.09.20 07:04;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-27 23:26:00.000;f662a7b9-ff5d-c085-39ba-aecf64b49a1f
2020-09-23 23:45:00.000;04c91860-6c17-75f0-a796-aed902e56b2a;;24.09.20 07:31;24.09.20 07:31;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-23 23:46:00.000;c6633146-2c43-a89b-637b-119ae4977da7
2020-09-24 23:47:00.000;51565122-c8f6-f5c3-0560-0b1001db396d;;25.09.20 07:04;25.09.20 07:04;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-24 23:51:00.000;2ba0287a-0cb4-4ca9-92c1-a0ac7a23f330
2020-09-27 04:36:00.000;5a8bedb8-4f5a-ed89-614d-a300f03189de;;2020-09-27 07:25:38.065;2020-09-27 07:25:38.065;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-27 04:38:00.000;242dae13-a0bb-c084-ab66-42e765d7fce5
2020-09-27 23:26:00.000;7424c307-e9b8-e957-0560-1c0828288e17;;28.09.20 07:04;28.09.20 07:04;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-27 23:29:00.000;6bd3853d-e93d-87d1-fbdc-a380fdcebbdb
2020-09-29 05:23:00.000;7128c624-57c9-2ed0-7b42-a1a2832e317c;;29.09.20 07:30;29.09.20 07:30;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-29 05:24:00.000;67b38eb2-9644-f2fd-e661-9f4976da00fb
2020-09-27 04:38:00.000;5a8bedb8-4f5a-ed89-614d-a300f03189de;;2020-09-27 07:25:38.065;2020-09-27 07:25:38.065;40004;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-27 04:43:00.000;ea2cd317-2811-9034-e19d-bf14395ac2c0
2020-09-22 05:53:00.000;f434fcc8-f5cc-eaae-5c89-8cc8f3d4f7cd;;22.09.20 06:13;22.09.20 06:13;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-22 05:55:00.000;d37bcf59-5877-e870-c3e6-91ae85cb2733
2020-09-27 23:29:00.000;7424c307-e9b8-e957-0560-1c0828288e17;;28.09.20 07:04;28.09.20 07:04;40003;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-27 23:32:00.000;a23b1d35-f559-c2e9-6d5e-0ebb7bc86f8e
2020-09-23 23:46:00.000;04c91860-6c17-75f0-a796-aed902e56b2a;;24.09.20 07:31;24.09.20 07:31;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-23 23:50:00.000;0da5981e-f2e1-0d1f-9480-49550511a92c
2020-10-01 04:51:00.000;20372d7d-be8b-6067-0050-d9f49f260dd5;;01.10.20 07:11;01.10.20 07:11;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-10-01 05:02:00.000;41f8e2c3-e3bb-b3ea-d0e5-a1127fd868d9
2020-09-22 05:55:00.000;f434fcc8-f5cc-eaae-5c89-8cc8f3d4f7cd;;22.09.20 06:13;22.09.20 06:13;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-22 05:56:00.000;ee369386-a0e7-e3b0-81bb-3d718baf7529
2020-09-29 05:24:00.000;7128c624-57c9-2ed0-7b42-a1a2832e317c;;29.09.20 07:30;29.09.20 07:30;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-29 05:25:00.000;59bdb803-5604-3b26-5a69-e229243e9ceb
2020-09-27 23:32:00.000;7424c307-e9b8-e957-0560-1c0828288e17;;28.09.20 07:04;28.09.20 07:04;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-27 23:43:00.000;ff2fbc8a-ef62-11e4-a0f6-512a5f7aa322
2020-09-24 23:51:00.000;51565122-c8f6-f5c3-0560-0b1001db396d;;25.09.20 07:04;25.09.20 07:04;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-24 23:52:00.000;85c1afec-3b44-e50f-ead9-c641b1a704f5
2020-09-23 23:50:00.000;04c91860-6c17-75f0-a796-aed902e56b2a;;24.09.20 07:31;24.09.20 07:31;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-23 23:51:00.000;4cb3947e-f5ae-735a-db28-89b74f3f7888
2020-10-01 05:02:00.000;20372d7d-be8b-6067-0050-d9f49f260dd5;;01.10.20 07:11;01.10.20 07:11;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-10-01 05:03:00.000;83f7eecb-b3d5-b9ef-b1e6-1a45853b78ca
2020-09-29 05:25:00.000;7128c624-57c9-2ed0-7b42-a1a2832e317c;;29.09.20 07:30;29.09.20 07:30;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-29 05:31:00.000;12e1d087-50eb-0133-f201-df96aa8ec915
2020-09-22 05:56:00.000;f434fcc8-f5cc-eaae-5c89-8cc8f3d4f7cd;;22.09.20 06:13;22.09.20 06:13;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-22 05:57:00.000;693bb7b6-2ce2-1c6e-3ce1-628d3656340a
2020-09-27 23:43:00.000;7424c307-e9b8-e957-0560-1c0828288e17;;28.09.20 07:04;28.09.20 07:04;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-27 23:44:00.000;31383adc-dbda-81ec-23af-66f9211e988f
2020-09-23 23:51:00.000;04c91860-6c17-75f0-a796-aed902e56b2a;;24.09.20 07:31;24.09.20 07:31;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-23 23:53:00.000;eaf4fdb3-af36-347a-7a13-58395f9c4ec2
2020-10-01 05:03:00.000;20372d7d-be8b-6067-0050-d9f49f260dd5;;01.10.20 07:11;01.10.20 07:11;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-10-01 05:08:00.000;a11c9414-55c3-732f-52f6-869dde91fcf6
2020-09-24 23:52:00.000;51565122-c8f6-f5c3-0560-0b1001db396d;;25.09.20 07:04;25.09.20 07:04;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-24 23:54:00.000;754d8ccf-7536-5073-097f-9b8b5225391a
2020-09-29 05:31:00.000;7128c624-57c9-2ed0-7b42-a1a2832e317c;;29.09.20 07:30;29.09.20 07:30;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-29 05:32:00.000;5b539778-e2f6-1c07-43d1-343d5721d337
2020-09-23 23:53:00.000;04c91860-6c17-75f0-a796-aed902e56b2a;;24.09.20 07:31;24.09.20 07:31;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-23 23:54:00.000;37966197-5d43-f4b9-dba5-471d327084a0
2020-09-24 23:54:00.000;51565122-c8f6-f5c3-0560-0b1001db396d;;25.09.20 07:04;25.09.20 07:04;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-24 23:55:00.000;84ad0942-75e4-84c3-669d-586a6d6797ef
2020-09-29 05:32:00.000;7128c624-57c9-2ed0-7b42-a1a2832e317c;;29.09.20 07:30;29.09.20 07:30;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-29 05:39:00.000;3818188b-b38d-35a4-ba32-628964b75205
2020-09-27 23:44:00.000;7424c307-e9b8-e957-0560-1c0828288e17;;28.09.20 07:04;28.09.20 07:04;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-27 23:45:00.000;9799c1b2-f0ff-ece9-1f10-72aa95703136
2020-09-22 05:57:00.000;f434fcc8-f5cc-eaae-5c89-8cc8f3d4f7cd;;22.09.20 06:13;22.09.20 06:13;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-22 06:01:00.000;fc938484-598d-f499-aef8-1d8a53414c7f
2020-09-24 23:55:00.000;51565122-c8f6-f5c3-0560-0b1001db396d;;25.09.20 07:04;25.09.20 07:04;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-25 00:04:00.000;3169057d-41bd-9b97-fc01-73a62733803c
2020-09-27 23:45:00.000;7424c307-e9b8-e957-0560-1c0828288e17;;28.09.20 07:04;28.09.20 07:04;40004;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-27 23:53:00.000;2cde68ca-587e-fe65-3c7a-49989267d077
2020-09-29 05:39:00.000;7128c624-57c9-2ed0-7b42-a1a2832e317c;;29.09.20 07:30;29.09.20 07:30;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-29 05:40:00.000;e1e1692a-5512-6f3f-1c98-29be522077bc
2020-10-01 05:08:00.000;20372d7d-be8b-6067-0050-d9f49f260dd5;;01.10.20 07:11;01.10.20 07:11;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-10-01 05:09:00.000;153248de-4585-6944-d0fb-a47c013e8bc5
2020-09-25 00:04:00.000;51565122-c8f6-f5c3-0560-0b1001db396d;;25.09.20 07:04;25.09.20 07:04;40003;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-25 00:12:00.000;ff4c812d-fbd8-c5b2-488e-03996f9c343d
2020-09-29 05:40:00.000;7128c624-57c9-2ed0-7b42-a1a2832e317c;;29.09.20 07:30;29.09.20 07:30;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-29 05:42:00.000;3c659eb4-7b31-fdf5-4a67-15554e668ff7
2020-09-23 23:54:00.000;04c91860-6c17-75f0-a796-aed902e56b2a;;24.09.20 07:31;24.09.20 07:31;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-23 23:57:00.000;1bf903a6-b828-30e1-4d80-52568b238cba
2020-10-01 05:09:00.000;20372d7d-be8b-6067-0050-d9f49f260dd5;;01.10.20 07:11;01.10.20 07:11;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-10-01 05:19:00.000;62e884aa-a557-5c87-10a2-3b70db4aff8b
2020-09-27 23:53:00.000;7424c307-e9b8-e957-0560-1c0828288e17;;28.09.20 07:04;28.09.20 07:04;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-27 23:54:00.000;ef44dd7e-5517-6773-2c28-1a224ebcf340
2020-09-22 06:01:00.000;f434fcc8-f5cc-eaae-5c89-8cc8f3d4f7cd;;22.09.20 06:13;22.09.20 06:13;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-22 06:02:00.000;5888003c-435c-a607-b2a0-6aebc3f89d1a
